team,week,win,points_scored,points_given_up
DAL,5,1.0,20.0,17.0
HOU,5,0.0,17.0,20.0
DEN,5,1.0,41.0,20.0
ARI,5,0.0,20.0,41.0
SF,5,1.0,22.0,17.0
KC,5,0.0,17.0,22.0
SD,5,1.0,31.0,0.0
NYJ,5,0.0,0.0,31.0
NE,5,1.0,43.0,17.0
CIN,5,0.0,17.0,43.0
WAS,5,0.0,17.0,27.0
SEA,5,1.0,27.0,17.0
HOU,6,0.0,28.0,33.0
IND,6,1.0,33.0,28.0
BUF,6,0.0,22.0,37.0
NE,6,1.0,37.0,22.0
TB,6,0.0,17.0,48.0
BAL,6,1.0,48.0,17.0
TEN,6,1.0,16.0,14.0
JAX,6,0.0,14.0,16.0
NYJ,6,0.0,17.0,31.0
DEN,6,1.0,31.0,17.0
MIN,6,0.0,3.0,17.0
DET,6,1.0,17.0,3.0
MIA,6,0.0,24.0,27.0
GB,6,1.0,27.0,24.0
CLE,6,1.0,31.0,10.0
PIT,6,0.0,10.0,31.0
OAK,6,0.0,28.0,31.0
SD,6,1.0,31.0,28.0
ATL,6,0.0,13.0,27.0
CHI,6,1.0,27.0,13.0
ARI,6,1.0,30.0,20.0
WAS,6,0.0,20.0,30.0
SEA,6,0.0,23.0,30.0
DAL,6,1.0,30.0,23.0
PHI,6,1.0,27.0,0.0
NYG,6,0.0,0.0,27.0
SL,6,0.0,17.0,31.0
SF,6,1.0,31.0,17.0
NE,7,1.0,27.0,25.0
NYJ,7,0.0,25.0,27.0
CHI,7,0.0,14.0,27.0
MIA,7,1.0,27.0,14.0
SL,7,1.0,28.0,26.0
SEA,7,0.0,26.0,28.0
BUF,7,1.0,17.0,16.0
MIN,7,0.0,16.0,17.0
WAS,7,1.0,19.0,17.0
TEN,7,0.0,17.0,19.0
BAL,7,1.0,29.0,7.0
ATL,7,0.0,7.0,29.0
JAX,7,1.0,24.0,6.0
CLE,7,0.0,6.0,24.0
GB,7,1.0,38.0,17.0
CAR,7,0.0,17.0,38.0
DET,7,1.0,24.0,23.0
NO,7,0.0,23.0,24.0
IND,7,1.0,27.0,0.0
CIN,7,0.0,0.0,27.0
SD,7,0.0,20.0,23.0
KC,7,1.0,23.0,20.0
OAK,7,0.0,13.0,24.0
ARI,7,1.0,24.0,13.0
DAL,7,1.0,31.0,21.0
NYG,7,0.0,21.0,31.0
DEN,7,1.0,42.0,17.0
SF,7,0.0,17.0,42.0
PIT,7,1.0,30.0,23.0
HOU,7,0.0,23.0,30.0
DEN,8,1.0,35.0,21.0
SD,8,0.0,21.0,35.0
ATL,8,0.0,21.0,22.0
DET,8,1.0,22.0,21.0
NYJ,8,0.0,23.0,43.0
BUF,8,1.0,43.0,23.0
NE,8,1.0,51.0,23.0
CHI,8,0.0,23.0,51.0
JAX,8,0.0,13.0,27.0
MIA,8,1.0,27.0,13.0
CIN,8,1.0,27.0,24.0
BAL,8,0.0,24.0,27.0
TB,8,0.0,13.0,19.0
MIN,8,1.0,19.0,13.0
TEN,8,0.0,16.0,30.0
HOU,8,1.0,30.0,16.0
CAR,8,0.0,9.0,13.0
SEA,8,1.0,13.0,9.0
KC,8,1.0,34.0,7.0
SL,8,0.0,7.0,34.0
ARI,8,1.0,24.0,20.0
PHI,8,0.0,20.0,24.0
PIT,8,1.0,51.0,34.0
IND,8,0.0,34.0,51.0
CLE,8,1.0,23.0,13.0
OAK,8,0.0,13.0,23.0
NO,8,1.0,44.0,23.0
GB,8,0.0,23.0,44.0
DAL,8,0.0,17.0,20.0
WAS,8,1.0,20.0,17.0
CAR,9,0.0,10.0,28.0
NO,9,1.0,28.0,10.0
CLE,9,1.0,22.0,17.0
TB,9,0.0,17.0,22.0
CIN,9,1.0,33.0,23.0
JAX,9,0.0,23.0,33.0
MIA,9,1.0,37.0,0.0
SD,9,0.0,0.0,37.0
MIN,9,1.0,29.0,26.0
WAS,9,0.0,26.0,29.0
KC,9,1.0,24.0,10.0
NYJ,9,0.0,10.0,24.0
HOU,9,0.0,21.0,31.0
PHI,9,1.0,31.0,21.0
DAL,9,0.0,17.0,28.0
ARI,9,1.0,28.0,17.0
SF,9,0.0,10.0,13.0
SL,9,1.0,13.0,10.0
NE,9,1.0,43.0,21.0
DEN,9,0.0,21.0,43.0
SEA,9,1.0,30.0,24.0
OAK,9,0.0,24.0,30.0
PIT,9,1.0,43.0,23.0
BAL,9,0.0,23.0,43.0
NYG,9,0.0,24.0,40.0
IND,9,1.0,40.0,24.0
CIN,10,0.0,3.0,24.0
CLE,10,1.0,24.0,3.0
BUF,10,0.0,13.0,17.0
KC,10,1.0,17.0,13.0
NYJ,10,1.0,20.0,13.0
PIT,10,0.0,13.0,20.0
DET,10,1.0,20.0,16.0
MIA,10,0.0,16.0,20.0
BAL,10,1.0,21.0,7.0
TEN,10,0.0,7.0,21.0
NO,10,0.0,24.0,27.0
SF,10,1.0,27.0,24.0
TB,10,0.0,17.0,27.0
ATL,10,1.0,27.0,17.0
JAX,10,0.0,17.0,31.0
DAL,10,1.0,31.0,17.0
OAK,10,0.0,17.0,41.0
DEN,10,1.0,41.0,17.0
ARI,10,1.0,31.0,14.0
SL,10,0.0,14.0,31.0
SEA,10,1.0,38.0,17.0
NYG,10,0.0,17.0,38.0
GB,10,1.0,55.0,14.0
CHI,10,0.0,14.0,55.0
PHI,10,1.0,45.0,21.0
CAR,10,0.0,21.0,45.0
MIA,11,1.0,22.0,9.0
BUF,11,0.0,9.0,22.0
SL,11,1.0,22.0,7.0
DEN,11,0.0,7.0,22.0
CHI,11,1.0,21.0,13.0
MIN,11,0.0,13.0,21.0
NO,11,0.0,10.0,27.0
CIN,11,1.0,27.0,10.0
CAR,11,0.0,17.0,19.0
ATL,11,1.0,19.0,17.0
WAS,11,0.0,7.0,27.0
TB,11,1.0,27.0,7.0
NYG,11,0.0,10.0,16.0
SF,11,1.0,16.0,10.0
CLE,11,0.0,7.0,23.0
HOU,11,1.0,23.0,7.0
KC,11,1.0,24.0,20.0
SEA,11,0.0,20.0,24.0
SD,11,1.0,13.0,6.0
OAK,11,0.0,6.0,13.0
GB,11,1.0,53.0,20.0
PHI,11,0.0,20.0,53.0
ARI,11,1.0,14.0,6.0
DET,11,0.0,6.0,14.0
IND,11,0.0,20.0,42.0
NE,11,1.0,42.0,20.0
TEN,11,0.0,24.0,27.0
PIT,11,1.0,27.0,24.0
OAK,12,1.0,24.0,20.0
KC,12,0.0,20.0,24.0
CHI,12,1.0,21.0,13.0
TB,12,0.0,13.0,21.0
ATL,12,0.0,24.0,26.0
CLE,12,1.0,26.0,24.0
PHI,12,1.0,43.0,24.0
TEN,12,0.0,24.0,43.0
NE,12,1.0,34.0,9.0
DET,12,0.0,9.0,34.0
HOU,12,0.0,13.0,22.0
CIN,12,1.0,22.0,13.0
IND,12,1.0,23.0,3.0
JAX,12,0.0,3.0,23.0
MIN,12,0.0,21.0,24.0
GB,12,1.0,24.0,21.0
SD,12,1.0,27.0,24.0
SL,12,0.0,24.0,27.0
SEA,12,1.0,19.0,3.0
ARI,12,0.0,3.0,19.0
SF,12,1.0,17.0,13.0
WAS,12,0.0,13.0,17.0
DEN,12,1.0,39.0,36.0
MIA,12,0.0,36.0,39.0
NYG,12,0.0,28.0,31.0
DAL,12,1.0,31.0,28.0
BUF,12,1.0,38.0,3.0
NYJ,12,0.0,3.0,38.0
NO,12,0.0,27.0,34.0
BAL,12,1.0,34.0,27.0
DET,13,1.0,34.0,17.0
CHI,13,0.0,17.0,34.0
DAL,13,0.0,10.0,33.0
PHI,13,1.0,33.0,10.0
SF,13,0.0,3.0,19.0
SEA,13,1.0,19.0,3.0
SL,13,1.0,52.0,0.0
OAK,13,0.0,0.0,52.0
TB,13,0.0,13.0,14.0
CIN,13,1.0,14.0,13.0
BAL,13,0.0,33.0,34.0
SD,13,1.0,34.0,33.0
PIT,13,0.0,32.0,35.0
NO,13,1.0,35.0,32.0
MIN,13,1.0,31.0,13.0
CAR,13,0.0,13.0,31.0
HOU,13,1.0,45.0,21.0
TEN,13,0.0,21.0,45.0
IND,13,1.0,49.0,27.0
WAS,13,0.0,27.0,49.0
BUF,13,1.0,26.0,10.0
CLE,13,0.0,10.0,26.0
JAX,13,1.0,25.0,24.0
NYG,13,0.0,24.0,25.0
ATL,13,1.0,29.0,18.0
ARI,13,0.0,18.0,29.0
GB,13,1.0,26.0,21.0
NE,13,0.0,21.0,26.0
KC,13,0.0,16.0,29.0
DEN,13,1.0,29.0,16.0
NYJ,13,0.0,13.0,16.0
MIA,13,1.0,16.0,13.0
CHI,14,0.0,28.0,41.0
DAL,14,1.0,41.0,28.0
CIN,14,0.0,21.0,42.0
PIT,14,1.0,42.0,21.0
MIN,14,1.0,30.0,24.0
NYJ,14,0.0,24.0,30.0
MIA,14,0.0,13.0,28.0
BAL,14,1.0,28.0,13.0
DET,14,1.0,34.0,17.0
TB,14,0.0,17.0,34.0
CLE,14,0.0,24.0,25.0
IND,14,1.0,25.0,24.0
WAS,14,0.0,0.0,24.0
SL,14,1.0,24.0,0.0
TEN,14,0.0,7.0,36.0
NYG,14,1.0,36.0,7.0
NO,14,0.0,10.0,41.0
CAR,14,1.0,41.0,10.0
JAX,14,0.0,13.0,27.0
HOU,14,1.0,27.0,13.0
DEN,14,1.0,24.0,17.0
BUF,14,0.0,17.0,24.0
ARI,14,1.0,17.0,14.0
KC,14,0.0,14.0,17.0
OAK,14,1.0,24.0,13.0
SF,14,0.0,13.0,24.0
PHI,14,0.0,14.0,24.0
SEA,14,1.0,24.0,14.0
SD,14,0.0,14.0,23.0
NE,14,1.0,23.0,14.0
GB,14,1.0,43.0,37.0
ATL,14,0.0,37.0,43.0
SL,15,0.0,6.0,12.0
ARI,15,1.0,12.0,6.0
BUF,15,1.0,21.0,13.0
GB,15,0.0,13.0,21.0
ATL,15,0.0,20.0,27.0
PIT,15,1.0,27.0,20.0
BAL,15,1.0,20.0,12.0
JAX,15,0.0,12.0,20.0
NYG,15,1.0,24.0,13.0
WAS,15,0.0,13.0,24.0
NE,15,1.0,41.0,13.0
MIA,15,0.0,13.0,41.0
IND,15,1.0,17.0,10.0
HOU,15,0.0,10.0,17.0
CLE,15,0.0,0.0,30.0
CIN,15,1.0,30.0,0.0
KC,15,1.0,31.0,13.0
OAK,15,0.0,13.0,31.0
CAR,15,1.0,19.0,17.0
TB,15,0.0,17.0,19.0
SD,15,0.0,10.0,22.0
DEN,15,1.0,22.0,10.0
TEN,15,0.0,11.0,16.0
NYJ,15,1.0,16.0,11.0
DET,15,1.0,16.0,14.0
MIN,15,0.0,14.0,16.0
SEA,15,1.0,17.0,7.0
SF,15,0.0,7.0,17.0
PHI,15,0.0,27.0,38.0
DAL,15,1.0,38.0,27.0
CHI,15,0.0,15.0,31.0
NO,15,1.0,31.0,15.0
JAX,16,1.0,21.0,13.0
TEN,16,0.0,13.0,21.0
WAS,16,1.0,27.0,24.0
PHI,16,0.0,24.0,27.0
SF,16,0.0,35.0,38.0
SD,16,1.0,38.0,35.0
PIT,16,1.0,20.0,12.0
KC,16,0.0,12.0,20.0
NYJ,16,0.0,16.0,17.0
NE,16,1.0,17.0,16.0
HOU,16,1.0,25.0,13.0
BAL,16,0.0,13.0,25.0
TB,16,0.0,3.0,20.0
GB,16,1.0,20.0,3.0
NO,16,0.0,14.0,30.0
ATL,16,1.0,30.0,14.0
MIA,16,1.0,37.0,35.0
MIN,16,0.0,35.0,37.0
CHI,16,0.0,14.0,20.0
DET,16,1.0,20.0,14.0
CAR,16,1.0,17.0,13.0
CLE,16,0.0,13.0,17.0
SL,16,0.0,27.0,37.0
NYG,16,1.0,37.0,27.0
OAK,16,1.0,26.0,24.0
BUF,16,0.0,24.0,26.0
DAL,16,1.0,42.0,7.0
IND,16,0.0,7.0,42.0
ARI,16,0.0,6.0,35.0
SEA,16,1.0,35.0,6.0
CIN,16,1.0,37.0,28.0
DEN,16,0.0,28.0,37.0
